,FF,Runout_Full,Matchups
198494,26.795112236,9s 8h 2h 6d Ad,1.3026584032
198505,27.607721479,9s 8h 2h 6d Ah,19.49295516
198517,29.609363634,9s 8h 2h 6d As,69.510672308
198530,33.762100282,9s 8h 2h 7d Ac,86.584298703
198542,32.975276763,9s 8h 2h 7d Ad,88.662266666
198553,31.624049306,9s 8h 2h 7d Ah,106.65330127
198565,29.519465623,9s 8h 2h 7d As,107.60509958
198578,28.377961118,9s 8h 2h 8d Ac,11.729915417
198590,28.81698051,9s 8h 2h 8d Ad,16.978143103
198601,30.597890428,9s 8h 2h 8d Ah,8.7021695745
198613,32.753692032,9s 8h 2h 8d As,5.6028472529
198626,26.788301609,9s 8h 2h 9d Ac,2.959757908
198638,26.543572474,9s 8h 2h 9d Ad,2.8783391377
198649,30.155222418,9s 8h 2h 9d Ah,2.3648330835
198661,34.698387665,9s 8h 2h 9d As,4.0542431832
198674,30.995395747,9s 8h 2h Td Ac,88.972671369
198686,30.938175712,9s 8h 2h Td Ad,89.739308089
198697,32.727119636,9s 8h 2h Td Ah,86.128863624
198709,32.056406484,9s 8h 2h Td As,27.730764083
198722,28.419758419,9s 8h 2h Jd Ac,172.75745091
198734,28.281143247,9s 8h 2h Jd Ad,153.197724
198745,28.457041645,9s 8h 2h Jd Ah,155.00798049
198757,27.199012871,9s 8h 2h Jd As,244.61554481
198770,29.30244592,9s 8h 2h Qd Ac,3.5188880733
198782,28.847773698,9s 8h 2h Qd Ad,2.372127553
198793,31.530364626,9s 8h 2h Qd Ah,9.4163572074
198805,27.781310342,9s 8h 2h Qd As,0.43614762503
198914,29.363443488,9s 8h 2h 3h Ac,72.004791283
198927,29.363443488,9s 8h 2h 3h Ad,72.004791167
198937,24.949365676,9s 8h 2h 3h Ah,319.48137851
198949,29.358385427,9s 8h 2h 3h As,1.719392806
198962,29.120533698,9s 8h 2h 4h Ac,68.92172916
198975,29.120533698,9s 8h 2h 4h Ad,68.92172916
198985,24.899465316,9s 8h 2h 4h Ah,334.42039859
198997,27.320751388,9s 8h 2h 4h As,6.3138323351
199010,28.865627388,9s 8h 2h 5h Ac,117.42333584
199023,28.865627388,9s 8h 2h 5h Ad,117.42333584
199033,26.082765447,9s 8h 2h 5h Ah,317.50902649
199045,28.625609136,9s 8h 2h 5h As,16.364216838
199058,29.481386716,9s 8h 2h 6h Ac,41.931536298
199071,29.481386716,9s 8h 2h 6h Ad,41.931536298
199081,26.48348554,9s 8h 2h 6h Ah,108.42925375
199093,27.970103081,9s 8h 2h 6h As,22.470056708
199106,31.297127133,9s 8h 2h 7h Ac,93.333686662
199119,31.297127133,9s 8h 2h 7h Ad,93.333689277
199129,27.826943352,9s 8h 2h 7h Ah,45.354793143
199141,30.905305633,9s 8h 2h 7h As,89.248536066
199154,30.487528308,9s 8h 2h 9h Ac,77.443136823
199167,30.487528308,9s 8h 2h 9h Ad,77.443138708
199177,24.79925024,9s 8h 2h 9h Ah,400.3455448
199189,29.055392495,9s 8h 2h 9h As,4.0616581175
199202,29.709924617,9s 8h 2h Th Ac,107.64835533
199215,29.709924617,9s 8h 2h Th Ad,107.64835533
199225,26.610930299,9s 8h 2h Th Ah,21.22319639
199237,28.92593505,9s 8h 2h Th As,10.511419466
199250,27.782919363,9s 8h 2h Jh Ac,87.262102994
199263,27.782919363,9s 8h 2h Jh Ad,87.262102994
199273,23.707579655,9s 8h 2h Jh Ah,18.119011944
199285,27.325032044,9s 8h 2h Jh As,107.74660798
199298,32.6435349,9s 8h 2h Qh Ac,36.696174525
199311,32.6435349,9s 8h 2h Qh Ad,36.696174525
199321,25.334022511,9s 8h 2h Qh Ah,207.3319452
199346,28.855275846,9s 8h 2h Kh Ac,67.573111373
199359,28.855275846,9s 8h 2h Kh Ad,67.573111373
199369,26.069199817,9s 8h 2h Kh Ah,128.61964683
199381,29.911018337,9s 8h 2h Kh As,29.04061461
199442,31.818796125,9s 8h 2h 2s Ac,0.71514020541
199455,31.818796125,9s 8h 2h 2s Ad,0.71514020541
199477,36.434250995,9s 8h 2h 2s As,0.33464002985
199490,34.520956218,9s 8h 2h 3s Ac,29.194869468
199503,34.520956218,9s 8h 2h 3s Ad,29.194866942
199514,31.443952061,9s 8h 2h 3s Ah,8.2625707615
199525,36.320502424,9s 8h 2h 3s As,4.2523958125
199538,34.215963774,9s 8h 2h 4s Ac,15.386716123
199551,34.215963774,9s 8h 2h 4s Ad,15.386716123
199562,30.864152558,9s 8h 2h 4s Ah,1.1473393982
199573,33.973600175,9s 8h 2h 4s As,0.25121241549
199586,31.39500036,9s 8h 2h 5s Ac,16.767230206
199599,31.39500036,9s 8h 2h 5s Ad,16.767232307
199610,26.055858487,9s 8h 2h 5s Ah,3.1657406185
199621,31.972715805,9s 8h 2h 5s As,77.55056875
199634,33.097077638,9s 8h 2h 6s Ac,57.003884326
199647,33.097077638,9s 8h 2h 6s Ad,57.003884326
199658,32.136884162,9s 8h 2h 6s Ah,22.109184437
199669,30.940508112,9s 8h 2h 6s As,57.620207924
199682,36.087428638,9s 8h 2h 7s Ac,98.827798992
199695,36.087428638,9s 8h 2h 7s Ad,98.827810027
199706,34.441647712,9s 8h 2h 7s Ah,59.134648708
199717,33.460787934,9s 8h 2h 7s As,188.01977918
199730,32.861455925,9s 8h 2h 8s Ac,1.0510197271
199743,32.861455925,9s 8h 2h 8s Ad,1.0510197271
199778,30.183412267,9s 8h 2h Ts Ac,108.3595866
199791,30.183412267,9s 8h 2h Ts Ad,108.3595866
199802,32.121498183,9s 8h 2h Ts Ah,85.233705465
199813,31.983769872,9s 8h 2h Ts As,71.068667903
199826,28.623887882,9s 8h 2h Js Ac,152.16153096
199839,28.623887882,9s 8h 2h Js Ad,152.16151603
199850,27.647636498,9s 8h 2h Js Ah,172.44120505
199861,27.539553479,9s 8h 2h Js As,234.16822811
199874,27.249433611,9s 8h 2h Qs Ac,0.029550026688
199887,27.249433611,9s 8h 2h Qs Ad,0.029550026688
199898,28.360511787,9s 8h 2h Qs Ah,0.16217901946
199909,27.935017659,9s 8h 2h Qs As,0.050019785734
200018,29.832313733,9s 8h 6d 2c Ac,1.6514918012
200030,27.656832182,9s 8h 6d 2c Ad,16.195029615
200042,28.646266562,9s 8h 6d 2c Ah,3.9151025729
200054,28.654596461,9s 8h 6d 2c As,8.5307732099
200066,29.250248535,9s 8h 6d 3c Ac,2.0209535914
200078,28.134885699,9s 8h 6d 3c Ad,10.951534226
200090,28.015278686,9s 8h 6d 3c Ah,2.4062004698
200102,28.107243112,9s 8h 6d 3c As,2.820254348
200114,29.889327832,9s 8h 6d 4c Ac,3.4265664408
200126,28.066441094,9s 8h 6d 4c Ad,8.1900713856
200138,28.324515823,9s 8h 6d 4c Ah,2.1783734763
200150,28.430631718,9s 8h 6d 4c As,6.2368413071
200162,31.196400656,9s 8h 6d 5c Ac,33.907521139
200174,30.465175522,9s 8h 6d 5c Ad,40.713078955
200186,30.535511646,9s 8h 6d 5c Ah,41.531913591
200198,31.078004019,9s 8h 6d 5c As,37.468721023
200210,29.730916522,9s 8h 6d 6c Ac,29.119547839
200222,30.593277439,9s 8h 6d 6c Ad,8.0209455772
200234,30.334273048,9s 8h 6d 6c Ah,11.165835988
200246,30.397257757,9s 8h 6d 6c As,4.469046543
200258,31.594829163,9s 8h 6d 7c Ac,23.801022998
200270,31.48763133,9s 8h 6d 7c Ad,15.36469574
200282,31.551425722,9s 8h 6d 7c Ah,21.364703855
200294,31.813741532,9s 8h 6d 7c As,11.033608423
200306,28.380910614,9s 8h 6d 8c Ac,4.4077104983
200318,28.533689504,9s 8h 6d 8c Ad,0.86175662922
200330,28.802853241,9s 8h 6d 8c Ah,1.4914328849
200342,29.310298235,9s 8h 6d 8c As,0.26806298584
200354,29.872444424,9s 8h 6d 9c Ac,10.1900091
200366,31.446707432,9s 8h 6d 9c Ad,1.5231376934
200378,31.371575566,9s 8h 6d 9c Ah,12.512287705
200390,30.89292105,9s 8h 6d 9c As,3.5434526071
200402,27.961740859,9s 8h 6d Tc Ac,57.414553405
200414,28.075829202,9s 8h 6d Tc Ad,31.048184367
200426,28.778426191,9s 8h 6d Tc Ah,56.619878884
200438,28.323483422,9s 8h 6d Tc As,7.309456023
200450,27.633088311,9s 8h 6d Jc Ac,20.071914118
200462,28.753382719,9s 8h 6d Jc Ad,50.267078981
200474,28.274892933,9s 8h 6d Jc Ah,20.285501034
200486,28.932081327,9s 8h 6d Jc As,61.207824344
200498,29.225140073,9s 8h 6d Qc Ac,14.539669355
200510,28.671758206,9s 8h 6d Qc Ad,15.836294605
200522,30.13530199,9s 8h 6d Qc Ah,0.1275634479
200534,29.025794801,9s 8h 6d Qc As,15.6899179
200546,28.121259432,9s 8h 6d Kc Ac,20.833110444
200558,28.425182589,9s 8h 6d Kc Ad,31.37755355
200570,28.814356883,9s 8h 6d Kc Ah,24.67589976
200582,28.230354572,9s 8h 6d Kc As,38.854071529
200643,27.931548273,9s 8h 6d 2d Ac,18.782604475
200654,29.291604527,9s 8h 6d 2d Ad,6.8957904219
200666,28.578879611,9s 8h 6d 2d Ah,17.166601748
200678,28.36405802,9s 8h 6d 2d As,14.627232268
200691,27.961432047,9s 8h 6d 3d Ac,5.0166474051
200702,30.214366739,9s 8h 6d 3d Ad,0.76751601236
200714,28.319459609,9s 8h 6d 3d Ah,15.327748561
200726,28.18761793,9s 8h 6d 3d As,16.665620487
200739,26.086456649,9s 8h 6d 4d Ac,0.12795448004
200750,31.221966508,9s 8h 6d 4d Ad,1.023686301
200762,28.375240512,9s 8h 6d 4d Ah,21.737082045
200774,27.762209732,9s 8h 6d 4d As,32.35853802
200787,31.136149471,9s 8h 6d 5d Ac,108.80974762
200798,34.229870436,9s 8h 6d 5d Ad,33.877618275
200810,32.259251662,9s 8h 6d 5d Ah,83.001036497
200822,31.376531258,9s 8h 6d 5d As,81.338000494
200835,32.008898868,9s 8h 6d 7d Ac,1.880481027
200846,34.230246928,9s 8h 6d 7d Ad,4.282921454
200858,30.458257112,9s 8h 6d 7d Ah,1.5380071717
200870,30.032904612,9s 8h 6d 7d As,1.0509393845
200883,27.064055048,9s 8h 6d 8d Ac,0.48345055793
200894,28.14842735,9s 8h 6d 8d Ad,0.76086265604
200906,30.363463532,9s 8h 6d 8d Ah,30.741035698
200918,31.754360002,9s 8h 6d 8d As,6.3186343236
200931,31.21489749,9s 8h 6d 9d Ac,6.7620878
200942,31.134180984,9s 8h 6d 9d Ad,8.5914271192
200954,30.919531675,9s 8h 6d 9d Ah,24.872912268
200966,30.767823397,9s 8h 6d 9d As,28.232948853
200979,27.851294026,9s 8h 6d Td Ac,1.7931716553
200990,29.90630752,9s 8h 6d Td Ad,0.70088216855
201002,23.328071442,9s 8h 6d Td Ah,0.055824595977
201014,27.642172136,9s 8h 6d Td As,1.4426341727
201027,29.926674139,9s 8h 6d Jd Ac,0.012107462607
201038,29.431778869,9s 8h 6d Jd Ad,22.836074861
201050,29.223925997,9s 8h 6d Jd Ah,1.5028275444
201062,28.010279684,9s 8h 6d Jd As,5.2832356499
201075,28.918590552,9s 8h 6d Qd Ac,10.25759559
201086,29.099754839,9s 8h 6d Qd Ad,1.4694832454
201110,23.344336312,9s 8h 6d Qd As,0.0051485147373
201123,28.382403224,9s 8h 6d Kd Ac,60.275711908
201134,28.012040467,9s 8h 6d Kd Ad,23.549689475
201146,28.81177748,9s 8h 6d Kd Ah,64.115839842
201158,28.861934317,9s 8h 6d Kd As,69.49722429
201219,27.878092118,9s 8h 6d 2h Ac,14.53680521
201231,27.934885959,9s 8h 6d 2h Ad,30.152608713
201242,29.750131837,9s 8h 6d 2h Ah,9.5444430202
201254,27.941299952,9s 8h 6d 2h As,20.147311589
201267,27.970920488,9s 8h 6d 3h Ac,5.4354788085
201279,27.695188379,9s 8h 6d 3h Ad,24.260930206
201290,29.788388222,9s 8h 6d 3h Ah,5.2525872254
201302,27.974421503,9s 8h 6d 3h As,13.24211947
201315,28.005997387,9s 8h 6d 4h Ac,2.8169022913
201327,28.177169929,9s 8h 6d 4h Ad,23.471877643
201338,30.686119052,9s 8h 6d 4h Ah,1.5675573795
201350,27.984634156,9s 8h 6d 4h As,14.799689168
201363,31.403122025,9s 8h 6d 5h Ac,120.13036103
201375,31.325692981,9s 8h 6d 5h Ad,89.011058686
201386,33.55616734,9s 8h 6d 5h Ah,28.558579939
201398,31.26588521,9s 8h 6d 5h As,90.289816609
201411,30.266997876,9s 8h 6d 6h Ac,73.862487004
201423,32.043146122,9s 8h 6d 6h Ad,43.223055454
201434,33.300427751,9s 8h 6d 6h Ah,31.383797366
201446,32.157830133,9s 8h 6d 6h As,39.921406125
201459,30.297436833,9s 8h 6d 7h Ac,0.76846218173
201471,28.965397161,9s 8h 6d 7h Ad,0.498190915
201482,34.915262044,9s 8h 6d 7h Ah,3.8721250135
201494,30.438827074,9s 8h 6d 7h As,1.2550560064
201507,30.144276536,9s 8h 6d 9h Ac,25.644789682
201519,31.790585315,9s 8h 6d 9h Ad,29.483119029
201530,32.057445371,9s 8h 6d 9h Ah,9.1027699522
201542,30.558383254,9s 8h 6d 9h As,30.908343811
201555,28.809047878,9s 8h 6d Th Ac,0.039557424656
201567,29.337696255,9s 8h 6d Th Ad,1.331175597
201578,31.544195024,9s 8h 6d Th Ah,4.7560166208
201590,28.140682824,9s 8h 6d Th As,10.354707926
201603,28.91533346,9s 8h 6d Jh Ac,1.2369234691
201615,28.708297464,9s 8h 6d Jh Ad,0.71699770926
201638,27.523634282,9s 8h 6d Jh As,2.7696589886
201651,28.523847744,9s 8h 6d Qh Ac,0.11821814077
201674,25.799593534,9s 8h 6d Qh Ah,0.055905590918
201699,29.202947931,9s 8h 6d Kh Ac,44.038198577
201711,29.13785647,9s 8h 6d Kh Ad,45.119352692
201722,28.852018965,9s 8h 6d Kh Ah,22.00454525
201734,28.698076243,9s 8h 6d Kh As,43.280696015
201795,28.208094997,9s 8h 6d 2s Ac,7.8993796551
201807,28.077850697,9s 8h 6d 2s Ad,11.427125687
201819,28.410811547,9s 8h 6d 2s Ah,9.2592757479
201830,29.969685005,9s 8h 6d 2s As,5.536517319
201843,29.339835529,9s 8h 6d 3s Ac,1.5310041398
201855,28.263368727,9s 8h 6d 3s Ad,15.652626495
201867,28.03918182,9s 8h 6d 3s Ah,11.636312356
201878,30.259944899,9s 8h 6d 3s As,2.0463820012
201891,24.415615833,9s 8h 6d 4s Ac,0.094247136659
201903,27.649368247,9s 8h 6d 4s Ad,20.935667687
201915,28.46747166,9s 8h 6d 4s Ah,10.667385863
201926,31.77732336,9s 8h 6d 4s As,1.9751037113
201939,31.88669782,9s 8h 6d 5s Ac,101.41977299
201951,32.069617352,9s 8h 6d 5s Ad,59.881974301
201963,32.442203349,9s 8h 6d 5s Ah,65.736201111
201974,33.052814058,9s 8h 6d 5s As,6.7419688001
201987,31.065168297,9s 8h 6d 6s Ac,57.591367135
201999,32.488138166,9s 8h 6d 6s Ad,40.877735257
202011,32.146059924,9s 8h 6d 6s Ah,40.381821716
202022,33.384994805,9s 8h 6d 6s As,15.077625753
202035,29.601977665,9s 8h 6d 7s Ac,1.5985117618
202047,29.912633487,9s 8h 6d 7s Ad,1.9638750767
202059,29.845597868,9s 8h 6d 7s Ah,4.3394475972
202070,32.889970289,9s 8h 6d 7s As,4.0980752901
202083,29.777153875,9s 8h 6d 8s Ac,3.5215471694
202095,30.111323246,9s 8h 6d 8s Ad,2.0433132051
202107,30.154026832,9s 8h 6d 8s Ah,25.860633537
202118,32.746302833,9s 8h 6d 8s As,0.020519849217
202131,27.768193937,9s 8h 6d Ts Ac,3.5212834473
202143,29.243261198,9s 8h 6d Ts Ad,3.5871664647
202155,27.821743295,9s 8h 6d Ts Ah,0.70707480864
202166,31.626987702,9s 8h 6d Ts As,25.351786834
202179,29.29962789,9s 8h 6d Js Ac,0.69708990161
202191,29.054746812,9s 8h 6d Js Ad,1.5595026368
202203,28.304935748,9s 8h 6d Js Ah,0.089512695869
202214,30.259207279,9s 8h 6d Js As,47.852598777
202227,29.455154889,9s 8h 6d Qs Ac,3.0198577996
202239,23.70518555,9s 8h 6d Qs Ad,0.00061448615336
202262,29.97339962,9s 8h 6d Qs As,2.9583156038
202275,28.387589184,9s 8h 6d Ks Ac,80.694230477
202287,28.22799205,9s 8h 6d Ks Ad,92.392295143
202299,29.20753934,9s 8h 6d Ks Ah,105.84982546
202310,31.639088264,9s 8h 6d Ks As,50.35334556
202371,27.726186184,9s 8h 7s 2c Ac,1.3638471691
202384,28.098614186,9s 8h 7s 2c Ad,1.0507204945
202396,27.326978817,9s 8h 7s 2c Ah,1.4825366786
202407,29.658028217,9s 8h 7s 2c As,2.5334203205
202419,27.510300532,9s 8h 7s 3c Ac,0.52237137948
202432,27.341232604,9s 8h 7s 3c Ad,0.31252819479
202444,27.623110874,9s 8h 7s 3c Ah,1.56321751
202455,29.418230213,9s 8h 7s 3c As,2.0008985675
202467,29.445978914,9s 8h 7s 4c Ac,0.65180401237
202480,28.399270836,9s 8h 7s 4c Ad,0.24905487925
202492,30.057350823,9s 8h 7s 4c Ah,1.1758188016
202503,28.772529656,9s 8h 7s 4c As,1.5215368032
202515,30.183595276,9s 8h 7s 5c Ac,0.058257455852
202540,29.958727269,9s 8h 7s 5c Ah,0.15474022738
202551,28.840336018,9s 8h 7s 5c As,0.098487788634
202563,33.363214046,9s 8h 7s 6c Ac,0.27496319661
202576,33.985178534,9s 8h 7s 6c Ad,0.4462981931
202588,34.307256041,9s 8h 7s 6c Ah,7.8467738912
202599,35.749721733,9s 8h 7s 6c As,3.7249345007
202611,24.707544965,9s 8h 7s 7c Ac,0.0010107417259
202624,26.673578693,9s 8h 7s 7c Ad,0.012549258217
202636,29.428281533,9s 8h 7s 7c Ah,0.85314411995
202647,28.974871086,9s 8h 7s 7c As,0.52456095699
202659,27.496189851,9s 8h 7s 8c Ac,1.8300234518
202672,30.941430516,9s 8h 7s 8c Ad,0.013181829363
202684,26.901551676,9s 8h 7s 8c Ah,2.2566784101
202695,28.607270313,9s 8h 7s 8c As,0.086795487144
202707,29.157123944,9s 8h 7s 9c Ac,7.0796907998
202720,28.448254409,9s 8h 7s 9c Ad,4.5885666921
202732,28.742011078,9s 8h 7s 9c Ah,8.9203253705
202743,29.480452421,9s 8h 7s 9c As,2.2093531527
202755,27.135267309,9s 8h 7s Tc Ac,0.051531860909
202768,28.305272669,9s 8h 7s Tc Ad,0.43311259945
202780,24.469987985,9s 8h 7s Tc Ah,0.0020797236113
202791,29.043734583,9s 8h 7s Tc As,0.0669686563
202803,26.032539893,9s 8h 7s Jc Ac,4.3779722897
202816,26.220482832,9s 8h 7s Jc Ad,5.1349032529
202828,26.476856444,9s 8h 7s Jc Ah,7.1106543567
202839,31.393725283,9s 8h 7s Jc As,11.279061365
202851,29.880720377,9s 8h 7s Qc Ac,0.037826542131
202864,30.926971324,9s 8h 7s Qc Ad,0.032139518416
202887,31.781878095,9s 8h 7s Qc As,0.11345033971
202899,29.234833926,9s 8h 7s Kc Ac,0.47404212853
202912,28.665997685,9s 8h 7s Kc Ad,0.84182781016
202924,27.543262227,9s 8h 7s Kc Ah,3.0047045968
202935,32.45031268,9s 8h 7s Kc As,5.1850034466
202996,28.098614186,9s 8h 7s 2d Ac,1.0507204945
203008,27.726186184,9s 8h 7s 2d Ad,1.3638469854
203020,27.326978817,9s 8h 7s 2d Ah,1.4825366786
203031,29.658028217,9s 8h 7s 2d As,2.5334206146
203044,27.341232604,9s 8h 7s 3d Ac,0.31252823111
203056,27.510300532,9s 8h 7s 3d Ad,0.52237137948
203068,27.623110874,9s 8h 7s 3d Ah,1.5632177067
203079,29.418230213,9s 8h 7s 3d As,2.0008983284
203092,28.399270836,9s 8h 7s 4d Ac,0.24905487925
203104,29.445978914,9s 8h 7s 4d Ad,0.65180401237
203116,30.057350823,9s 8h 7s 4d Ah,1.1758186222
203127,28.772529656,9s 8h 7s 4d As,1.5215368032
203152,30.183595276,9s 8h 7s 5d Ad,0.058257455852
203164,29.958727269,9s 8h 7s 5d Ah,0.15474022578
203175,28.840336018,9s 8h 7s 5d As,0.098487788634
203188,33.985178534,9s 8h 7s 6d Ac,0.4462981931
203200,33.363214046,9s 8h 7s 6d Ad,0.27496319661
203212,34.307256041,9s 8h 7s 6d Ah,7.8467738912
203223,35.749721733,9s 8h 7s 6d As,3.7249345007
203236,26.673578693,9s 8h 7s 7d Ac,0.012549258217
203248,24.707544965,9s 8h 7s 7d Ad,0.0010107417259
203260,29.428281533,9s 8h 7s 7d Ah,0.85314411995
203271,28.974871086,9s 8h 7s 7d As,0.52456095699
203284,30.941430516,9s 8h 7s 8d Ac,0.013181829363
203296,27.496189851,9s 8h 7s 8d Ad,1.8300237257
203308,26.901551676,9s 8h 7s 8d Ah,2.2566783348
203319,28.607270313,9s 8h 7s 8d As,0.086795487144
203332,28.448254409,9s 8h 7s 9d Ac,4.5885666921
203344,29.157123944,9s 8h 7s 9d Ad,7.0796907932
203356,28.742011078,9s 8h 7s 9d Ah,8.9203253737
203367,29.480452421,9s 8h 7s 9d As,2.2093531808
203380,28.305272669,9s 8h 7s Td Ac,0.43311259945
203392,27.135267309,9s 8h 7s Td Ad,0.051531860909
203404,24.469987985,9s 8h 7s Td Ah,0.0020797234119
203415,29.043734583,9s 8h 7s Td As,0.0669686563
203428,26.220482832,9s 8h 7s Jd Ac,5.1349038224
203440,26.032539893,9s 8h 7s Jd Ad,4.3779722827
203452,26.476856444,9s 8h 7s Jd Ah,7.1106543567
203463,31.393725283,9s 8h 7s Jd As,11.279061365
203476,30.926971324,9s 8h 7s Qd Ac,0.032139518416
203488,29.880720377,9s 8h 7s Qd Ad,0.037826542131
203511,31.781878095,9s 8h 7s Qd As,0.11345033971
203524,28.665997685,9s 8h 7s Kd Ac,0.84182781016
203536,29.234833926,9s 8h 7s Kd Ad,0.47404212853
203548,27.543262227,9s 8h 7s Kd Ah,3.0047045968
203559,32.45031268,9s 8h 7s Kd As,5.1850034466
203620,26.943081193,9s 8h 7s 2h Ac,1.1225806598
203633,26.943081193,9s 8h 7s 2h Ad,1.122580527
203644,28.12159728,9s 8h 7s 2h Ah,1.4143314487
203655,30.161607202,9s 8h 7s 2h As,2.9983225962
203668,26.961789998,9s 8h 7s 3h Ac,0.95713897244
203681,26.961789998,9s 8h 7s 3h Ad,0.95713886279
203692,27.0682076,9s 8h 7s 3h Ah,0.86592511334
203703,30.129479659,9s 8h 7s 3h As,2.2088077411
203716,29.046473001,9s 8h 7s 4h Ac,0.061208008705
203729,29.046473001,9s 8h 7s 4h Ad,0.061208008705
203740,28.488576939,9s 8h 7s 4h Ah,0.22074673052
203751,33.170263385,9s 8h 7s 4h As,1.2394178539
203799,34.767414611,9s 8h 7s 5h As,0.38398206336
203812,32.653144792,9s 8h 7s 6h Ac,2.4948404591
203825,32.653144792,9s 8h 7s 6h Ad,2.4948404591
203836,34.241398073,9s 8h 7s 6h Ah,11.408823285
203847,33.948196027,9s 8h 7s 6h As,2.7601871276
203860,26.874539362,9s 8h 7s 7h Ac,1.3459019707
203873,26.874539362,9s 8h 7s 7h Ad,1.3459021308
203884,30.232292885,9s 8h 7s 7h Ah,1.0532091516
203895,30.582962959,9s 8h 7s 7h As,1.8826546893
203908,28.487447249,9s 8h 7s 9h Ac,13.028116545
203921,28.487447249,9s 8h 7s 9h Ad,13.028117735
203932,28.98440266,9s 8h 7s 9h Ah,12.149662208
203943,29.176281182,9s 8h 7s 9h As,12.951513931
203956,23.118542487,9s 8h 7s Th Ac,0.013247243659
203969,23.118542487,9s 8h 7s Th Ad,0.013247244729
203991,25.736039877,9s 8h 7s Th As,0.050452673069
204004,25.134496629,9s 8h 7s Jh Ac,1.4228978399
204017,25.134496629,9s 8h 7s Jh Ad,1.4228978399
204028,29.054865064,9s 8h 7s Jh Ah,2.8967473931
204039,30.30573406,9s 8h 7s Jh As,7.9426860553
204052,34.796760245,9s 8h 7s Qh Ac,1.4907070789
204065,34.796760245,9s 8h 7s Qh Ad,1.4907070789
204076,33.471190913,9s 8h 7s Qh Ah,0.32407536872
204087,32.646463323,9s 8h 7s Qh As,0.80570863538
204100,28.249817342,9s 8h 7s Kh Ac,0.8410649654
204113,28.249817342,9s 8h 7s Kh Ad,0.8410649654
204124,38.127632495,9s 8h 7s Kh Ah,0.17578892228
204135,36.65261404,9s 8h 7s Kh As,0.27908182856
204196,30.075894544,9s 8h 7s 2s Ac,2.6364387489
204209,30.075894544,9s 8h 7s 2s Ad,2.6364385026
204221,28.597910077,9s 8h 7s 2s Ah,1.5179890099
204231,25.260055254,9s 8h 7s 2s As,22.787598573
204244,29.95763585,9s 8h 7s 3s Ac,2.5936319486
204257,29.95763585,9s 8h 7s 3s Ad,2.5936323278
204269,28.931876083,9s 8h 7s 3s Ah,1.3509617727
204279,25.233764193,9s 8h 7s 3s As,23.13939645
204292,30.607266765,9s 8h 7s 4s Ac,1.0887355952
204305,30.607266765,9s 8h 7s 4s Ad,1.088735553
204317,29.049457383,9s 8h 7s 4s Ah,1.3322832851
204327,25.708085545,9s 8h 7s 4s As,10.6945124
204340,30.940034264,9s 8h 7s 5s Ac,0.3975135299
204353,30.940034264,9s 8h 7s 5s Ad,0.3975135299
204365,29.373659792,9s 8h 7s 5s Ah,1.1855208123
204375,25.858152954,9s 8h 7s 5s As,0.75783469666
204388,35.50332262,9s 8h 7s 6s Ac,4.5217618534
204401,35.50332262,9s 8h 7s 6s Ad,4.5217618534
204413,34.714819623,9s 8h 7s 6s Ah,5.2430462175
204423,25.552553763,9s 8h 7s 6s As,1.0511313742
204436,28.599488987,9s 8h 7s 8s Ac,5.9225352251
204449,28.599488987,9s 8h 7s 8s Ad,5.9225345725
204461,26.778658759,9s 8h 7s 8s Ah,7.0107830188
204471,21.517796061,9s 8h 7s 8s As,0.00021206722449
204484,28.487028643,9s 8h 7s Ts Ac,0.09554768345
204497,28.487028643,9s 8h 7s Ts Ad,0.09554768345
204509,29.107680559,9s 8h 7s Ts Ah,0.78848275713
204519,25.623500089,9s 8h 7s Ts As,2.2701495271
204532,29.424822994,9s 8h 7s Js Ac,0.20037314783
204545,29.424822994,9s 8h 7s Js Ad,0.20037314783
204557,28.032996786,9s 8h 7s Js Ah,5.8317354888
204580,31.960294697,9s 8h 7s Qs Ac,1.650680929
204593,31.960294697,9s 8h 7s Qs Ad,1.650680929
204605,30.20729488,9s 8h 7s Qs Ah,0.088691870762
204615,26.529398109,9s 8h 7s Qs As,5.7444231478
204628,29.345901373,9s 8h 7s Ks Ac,1.5115642393
204641,29.345901373,9s 8h 7s Ks Ad,1.5115642393
204653,29.281141323,9s 8h 7s Ks Ah,6.3220029244
204663,24.141418051,9s 8h 7s Ks As,7.0692057066
