,FF,Runout_Full,Matchups
564650,24.6706109,Ks 9h 8h Qs Ad,138.32825685
564672,24.614853727,Ks 9h 8h Qs As,0.39440535758
564781,21.6944238,Ks 9h 9d 3c Ac,0.55210223799
564793,24.144670296,Ks 9h 9d 3c Ad,0.65699341044
564805,24.144670296,Ks 9h 9d 3c Ah,0.65699341044
564973,22.686968391,Ks 9h 9d 7c Ac,0.0035483097768
564985,23.244023691,Ks 9h 9d 7c Ad,0.070823231871
564997,23.244023691,Ks 9h 9d 7c Ah,0.070823231871
565009,22.805788714,Ks 9h 9d 7c As,0.16515484515
565021,23.3615909,Ks 9h 9d 8c Ac,0.53577540805
565033,26.215260061,Ks 9h 9d 8c Ad,1.5091386507
565045,26.215260061,Ks 9h 9d 8c Ah,1.5091390426
565057,26.601928163,Ks 9h 9d 8c As,0.49241327536
565069,24.406990062,Ks 9h 9d 9c Ac,10.538274235
565081,24.828581011,Ks 9h 9d 9c Ad,11.256151997
565093,24.828581011,Ks 9h 9d 9c Ah,11.256150812
565105,24.972407919,Ks 9h 9d 9c As,8.5672276036
565153,21.676417778,Ks 9h 9d Tc As,0.29186706884
565177,25.846788551,Ks 9h 9d Jc Ad,0.01527998087
565189,25.846788551,Ks 9h 9d Jc Ah,0.01527998087
565213,31.23015468,Ks 9h 9d Qc Ac,0.00030963123338
565261,26.106550771,Ks 9h 9d Kc Ac,2.1198996825
565273,26.310295306,Ks 9h 9d Kc Ad,4.2654017561
565285,26.310295306,Ks 9h 9d Kc Ah,4.2654022738
565297,26.640682296,Ks 9h 9d Kc As,3.3566099633
565429,18.466380423,Ks 9h 9d 3d Ah,0.014340044551
565537,23.250615781,Ks 9h 9d 5d As,2.758128781e-05
565585,23.232350582,Ks 9h 9d 6d As,0.0063390843037
565598,21.802252175,Ks 9h 9d 7d Ac,0.0081375284965
565621,25.484355035,Ks 9h 9d 7d Ah,0.18032867581
565633,25.023706563,Ks 9h 9d 7d As,0.098556395612
565646,22.423725885,Ks 9h 9d 8d Ac,0.23184272157
565657,32.514687529,Ks 9h 9d 8d Ad,0.019437404808
565669,26.325578216,Ks 9h 9d 8d Ah,2.4344717635
565681,22.647191596,Ks 9h 9d 8d As,0.29894304754
565694,22.567653213,Ks 9h 9d Td Ac,0.095808441142
565729,22.813378455,Ks 9h 9d Td As,0.09474433584
565790,31.11536159,Ks 9h 9d Qd Ac,0.045346289783
565801,34.983015832,Ks 9h 9d Qd Ad,0.25953094927
565838,30.083104826,Ks 9h 9d Kd Ac,5.6546039958
565849,28.130578206,Ks 9h 9d Kd Ad,1.9926552955
565861,29.643092683,Ks 9h 9d Kd Ah,3.1346156944
565873,29.804136592,Ks 9h 9d Kd As,6.8366266604
565994,18.466380423,Ks 9h 9d 3h Ad,0.014340044551
566113,23.250615781,Ks 9h 9d 5h As,2.758128781e-05
566161,23.232350582,Ks 9h 9d 6h As,0.0063390843037
566174,21.802252175,Ks 9h 9d 7h Ac,0.0081375284965
566186,25.484355035,Ks 9h 9d 7h Ad,0.18032867581
566209,25.023706563,Ks 9h 9d 7h As,0.098556395612
566222,22.423725885,Ks 9h 9d 8h Ac,0.23184272157
566234,26.325578216,Ks 9h 9d 8h Ad,2.4344717635
566245,32.514687529,Ks 9h 9d 8h Ah,0.019437406634
566257,22.647191596,Ks 9h 9d 8h As,0.29894302233
566270,22.567653213,Ks 9h 9d Th Ac,0.095808441142
566305,22.813378455,Ks 9h 9d Th As,0.09474434378
566366,31.11536159,Ks 9h 9d Qh Ac,0.045346289783
566389,34.983015832,Ks 9h 9d Qh Ah,0.25953094927
566414,30.083104826,Ks 9h 9d Kh Ac,5.6546039958
566426,29.643092683,Ks 9h 9d Kh Ad,3.1346156944
566437,28.130578206,Ks 9h 9d Kh Ah,1.9926552955
566449,29.804136592,Ks 9h 9d Kh As,6.836626184
566618,25.816262095,Ks 9h 9d 4s Ad,0.003180616983
566630,25.816262095,Ks 9h 9d 4s Ah,0.003180616983
566654,22.235392944,Ks 9h 9d 5s Ac,0.012449122816
566714,27.123536399,Ks 9h 9d 6s Ad,0.032795337332
566726,27.123536399,Ks 9h 9d 6s Ah,0.032795329948
566750,24.410098298,Ks 9h 9d 7s Ac,0.7726980551
566762,25.721838859,Ks 9h 9d 7s Ad,0.56022736423
566774,25.721838859,Ks 9h 9d 7s Ah,0.56022736423
566798,24.43076967,Ks 9h 9d 8s Ac,0.068155511982
566810,26.43558781,Ks 9h 9d 8s Ad,7.4686214159
566822,26.43558781,Ks 9h 9d 8s Ah,7.4686214453
566846,24.483332356,Ks 9h 9d 9s Ac,3.6311702446
566858,27.672428648,Ks 9h 9d 9s Ad,2.5461292525
566870,27.672428648,Ks 9h 9d 9s Ah,2.5461292525
566881,26.116484767,Ks 9h 9d 9s As,0.87967247536
566894,24.848912001,Ks 9h 9d Ts Ac,0.048955111013
566929,25.023825573,Ks 9h 9d Ts As,0.10573752071
566942,21.100326012,Ks 9h 9d Js Ac,0.28437817532
566954,26.70257065,Ks 9h 9d Js Ad,1.0359293328
566966,26.70257065,Ks 9h 9d Js Ah,1.0359293328
566977,22.163498517,Ks 9h 9d Js As,0.68641500977
567086,24.20452876,Ks 9s 7h 2c Ac,10.354134021
567099,25.284638802,Ks 9s 7h 2c Ad,9.6529662901
567111,24.018926905,Ks 9s 7h 2c Ah,4.4488863131
567134,25.071210176,Ks 9s 7h 3c Ac,8.6029637651
567147,24.748137041,Ks 9s 7h 3c Ad,10.05275687
567159,25.20086913,Ks 9s 7h 3c Ah,3.6778809637
567182,25.450395121,Ks 9s 7h 4c Ac,6.9221406323
567195,24.861707013,Ks 9s 7h 4c Ad,7.6574251514
567207,23.921489993,Ks 9s 7h 4c Ah,4.4392827726
567230,26.446427565,Ks 9s 7h 5c Ac,2.9247861926
567243,26.276168302,Ks 9s 7h 5c Ad,1.6227031607
567255,26.438632648,Ks 9s 7h 5c Ah,1.3891313419
567291,29.542343567,Ks 9s 7h 6c Ad,0.1754925673
567326,26.7613793,Ks 9s 7h 7c Ac,21.209926125
567339,26.549482513,Ks 9s 7h 7c Ad,8.6146118205
567351,26.240134009,Ks 9s 7h 7c Ah,8.8282509418
567362,25.737495911,Ks 9s 7h 7c As,3.8422432354
567374,31.366377707,Ks 9s 7h 8c Ac,0.052904109289
567387,24.418674377,Ks 9s 7h 8c Ad,0.22409491351
567399,22.166546115,Ks 9s 7h 8c Ah,0.054118297935
567422,24.251412021,Ks 9s 7h 9c Ac,1.5751680935
567435,23.75545902,Ks 9s 7h 9c Ad,2.2779140117
567447,25.720729708,Ks 9s 7h 9c Ah,1.752739804
567458,24.480990461,Ks 9s 7h 9c As,0.59805806086
567470,26.79029331,Ks 9s 7h Tc Ac,1.0559181739
567483,27.501258441,Ks 9s 7h Tc Ad,0.91365608754
567495,26.632999018,Ks 9s 7h Tc Ah,0.52890597435
567506,24.29865079,Ks 9s 7h Tc As,4.3089655434
567518,25.410637912,Ks 9s 7h Jc Ac,45.660205446
567531,25.256448046,Ks 9s 7h Jc Ad,69.783802141
567543,24.715864106,Ks 9s 7h Jc Ah,86.880713916
567554,25.032929696,Ks 9s 7h Jc As,52.585076205
567566,24.627671925,Ks 9s 7h Qc Ac,0.10944871291
567579,25.39730352,Ks 9s 7h Qc Ad,0.26725917063
567591,22.65818715,Ks 9s 7h Qc Ah,0.24892676083
567602,23.056864566,Ks 9s 7h Qc As,0.32844518454
567614,21.754486449,Ks 9s 7h Kc Ac,0.021067909738
567711,25.284638802,Ks 9s 7h 2d Ac,9.6529662901
567723,24.20452876,Ks 9s 7h 2d Ad,10.354134021
567735,24.018926905,Ks 9s 7h 2d Ah,4.4488863131
567759,24.748137041,Ks 9s 7h 3d Ac,10.05275687
567771,25.071210176,Ks 9s 7h 3d Ad,8.6029651927
567783,25.20086913,Ks 9s 7h 3d Ah,3.6778809637
567807,24.861707013,Ks 9s 7h 4d Ac,7.6574251514
567819,25.450395121,Ks 9s 7h 4d Ad,6.9221406323
567831,23.921489993,Ks 9s 7h 4d Ah,4.4392827726
567855,26.276168302,Ks 9s 7h 5d Ac,1.6227031607
567867,26.446427565,Ks 9s 7h 5d Ad,2.9247859696
567879,26.438632648,Ks 9s 7h 5d Ah,1.3891313419
567903,29.542343567,Ks 9s 7h 6d Ac,0.1754925673
567951,26.549482513,Ks 9s 7h 7d Ac,8.6146118205
567963,26.7613793,Ks 9s 7h 7d Ad,21.209926277
567975,26.240134009,Ks 9s 7h 7d Ah,8.8282509418
567986,25.737495911,Ks 9s 7h 7d As,3.8422435764
567999,24.418674377,Ks 9s 7h 8d Ac,0.22409497466
568011,31.366377707,Ks 9s 7h 8d Ad,0.052904109289
568023,22.166546115,Ks 9s 7h 8d Ah,0.054118297935
568047,23.75545902,Ks 9s 7h 9d Ac,2.2779140117
568059,24.251412021,Ks 9s 7h 9d Ad,1.5751678616
568071,25.720729708,Ks 9s 7h 9d Ah,1.752739804
568082,24.480990461,Ks 9s 7h 9d As,0.59805806086
568095,27.501258441,Ks 9s 7h Td Ac,0.91365608754
568107,26.79029331,Ks 9s 7h Td Ad,1.0559181739
568119,26.632999018,Ks 9s 7h Td Ah,0.52890597435
568130,24.29865079,Ks 9s 7h Td As,4.3089655434
568143,25.256448046,Ks 9s 7h Jd Ac,69.783802141
568155,25.410637912,Ks 9s 7h Jd Ad,45.660202311
568167,24.715864106,Ks 9s 7h Jd Ah,86.880713916
568178,25.032929696,Ks 9s 7h Jd As,52.585076205
568191,25.39730352,Ks 9s 7h Qd Ac,0.26725917063
568203,24.627671925,Ks 9s 7h Qd Ad,0.10944871291
568215,22.65818715,Ks 9s 7h Qd Ah,0.2489267369
568226,23.056864566,Ks 9s 7h Qd As,0.32844518454
568251,21.754486449,Ks 9s 7h Kd Ad,0.021067909738
568335,25.398721784,Ks 9s 7h 2h Ac,26.659809036
568348,25.398721784,Ks 9s 7h 2h Ad,26.659809036
568359,29.591327629,Ks 9s 7h 2h Ah,4.7665849708
568383,24.267073291,Ks 9s 7h 3h Ac,27.376017591
568396,24.267073291,Ks 9s 7h 3h Ad,27.376017591
568407,27.595888891,Ks 9s 7h 3h Ah,1.2989087134
568431,24.603425818,Ks 9s 7h 4h Ac,6.480405292
568444,24.603425818,Ks 9s 7h 4h Ad,6.4804045297
568455,27.964183385,Ks 9s 7h 4h Ah,1.3378287585
568479,25.321361959,Ks 9s 7h 5h Ac,0.11189043059
568492,25.321361959,Ks 9s 7h 5h Ad,0.11189043059
568551,29.279828073,Ks 9s 7h 6h Ah,0.50731358254
568599,25.624709508,Ks 9s 7h 8h Ah,1.1566712744
568623,24.512907192,Ks 9s 7h 9h Ac,8.1738541893
568636,24.512907192,Ks 9s 7h 9h Ad,8.1738541893
568658,22.561765124,Ks 9s 7h 9h As,0.4829505339
568671,25.703832656,Ks 9s 7h Th Ac,57.310336946
568684,25.703832656,Ks 9s 7h Th Ad,57.310336946
568695,27.433188255,Ks 9s 7h Th Ah,1.4553517987
568706,25.712170608,Ks 9s 7h Th As,60.475983715
568719,26.222206083,Ks 9s 7h Jh Ac,51.631574856
568732,26.222206083,Ks 9s 7h Jh Ad,51.631574856
568743,25.577832828,Ks 9s 7h Jh Ah,7.1909357303
568754,21.592199922,Ks 9s 7h Jh As,0.1425913381
568767,28.010908431,Ks 9s 7h Qh Ac,8.9335232991
568780,28.010908431,Ks 9s 7h Qh Ad,8.9335232991
568791,24.838130287,Ks 9s 7h Qh Ah,1.2449190236
568802,23.150688248,Ks 9s 7h Qh As,0.084967680392
568839,25.468287035,Ks 9s 7h Kh Ah,3.6014610705
568911,26.864479281,Ks 9s 7h 2s Ac,7.9348778349
568924,26.864479281,Ks 9s 7h 2s Ad,7.9348774332
568936,27.784704105,Ks 9s 7h 2s Ah,1.0514462088
568946,26.287665119,Ks 9s 7h 2s As,3.524918217
568959,26.372973188,Ks 9s 7h 3s Ac,15.58177019
568972,26.372973188,Ks 9s 7h 3s Ad,15.58177019
568984,27.294322479,Ks 9s 7h 3s Ah,2.5813257378
568994,26.11181996,Ks 9s 7h 3s As,4.1720310352
569007,26.562417994,Ks 9s 7h 4s Ac,75.544401453
569020,26.562417994,Ks 9s 7h 4s Ad,75.544401453
569032,26.534735468,Ks 9s 7h 4s Ah,10.336566627
569042,25.50811925,Ks 9s 7h 4s As,29.518315596
569090,25.285996271,Ks 9s 7h 5s As,397.15336726
569138,25.499932174,Ks 9s 7h 6s As,1.0427801086
569151,27.953369035,Ks 9s 7h 7s Ac,176.59252384
569164,27.953369035,Ks 9s 7h 7s Ad,176.59254767
569176,28.60088786,Ks 9s 7h 7s Ah,143.57755948
569186,22.909656142,Ks 9s 7h 7s As,0.23835659039
569199,29.00105091,Ks 9s 7h 8s Ac,9.4146080292
569212,29.00105091,Ks 9s 7h 8s Ad,9.4146080292
569224,27.627138787,Ks 9s 7h 8s Ah,0.72922402693
569234,27.772204333,Ks 9s 7h 8s As,46.330581852
569282,21.154171948,Ks 9s 7h Ts As,4.2388027707
569330,16.830537049,Ks 9s 7h Js As,0.025903855419
569343,23.052486134,Ks 9s 7h Qs Ac,0.038733251115
569356,23.052486134,Ks 9s 7h Qs Ad,0.038733251115
569378,25.854282831,Ks 9s 7h Qs As,1.6393215563
569439,29.797983229,Ks Jh 2h 2c Ac,20.100358127
569452,29.828020364,Ks Jh 2h 2c Ad,20.173057575
569463,41.103837265,Ks Jh 2h 2c Ah,36.784533562
569475,29.597904602,Ks Jh 2h 2c As,20.177143525
569487,37.37618475,Ks Jh 2h 3c Ac,67.208288386
569500,37.410109292,Ks Jh 2h 3c Ad,77.055410584
569511,50.969945732,Ks Jh 2h 3c Ah,46.004797956
569523,37.745669197,Ks Jh 2h 3c As,149.71606718
569535,34.769981215,Ks Jh 2h 4c Ac,51.574846711
569548,34.73238857,Ks Jh 2h 4c Ad,55.488988533
569559,49.132035388,Ks Jh 2h 4c Ah,49.938579908
569571,32.939598807,Ks Jh 2h 4c As,161.44656369
569583,33.606193271,Ks Jh 2h 5c Ac,43.584864281
569596,33.395760824,Ks Jh 2h 5c Ad,43.025409253
569607,37.654543833,Ks Jh 2h 5c Ah,25.619258935
569619,34.752978002,Ks Jh 2h 5c As,10.675532284
569631,33.312429555,Ks Jh 2h 6c Ac,60.195689807
569644,33.330181087,Ks Jh 2h 6c Ad,45.769605399
569655,47.378478807,Ks Jh 2h 6c Ah,27.125718482
569667,34.18585875,Ks Jh 2h 6c As,18.97668188
569679,35.625935122,Ks Jh 2h 7c Ac,49.670450643
569692,36.044245303,Ks Jh 2h 7c Ad,56.924956376
569703,51.525792309,Ks Jh 2h 7c Ah,3.4308767258
569715,35.300454113,Ks Jh 2h 7c As,61.523353054
569727,33.740924506,Ks Jh 2h 8c Ac,108.06518311
569740,33.857662716,Ks Jh 2h 8c Ad,108.18940262
569751,53.162281528,Ks Jh 2h 8c Ah,5.999631377
569763,33.391792946,Ks Jh 2h 8c As,116.13731828
569775,30.993540649,Ks Jh 2h 9c Ac,169.09780269
569788,31.753890444,Ks Jh 2h 9c Ad,165.38878424
569799,42.991722969,Ks Jh 2h 9c Ah,39.310411857
569811,31.49140121,Ks Jh 2h 9c As,150.75776022
569823,30.299203952,Ks Jh 2h Tc Ac,103.41162336
569836,30.345465217,Ks Jh 2h Tc Ad,101.0294575
569847,62.640389584,Ks Jh 2h Tc Ah,46.372249194
569859,30.606508528,Ks Jh 2h Tc As,93.460229202
569871,30.018903649,Ks Jh 2h Jc Ac,111.46081065
569884,30.341257604,Ks Jh 2h Jc Ad,56.633389737
569895,49.270038271,Ks Jh 2h Jc Ah,183.5667515
569907,29.03441794,Ks Jh 2h Jc As,126.49865985
569919,34.830460728,Ks Jh 2h Qc Ac,87.119090022
569932,34.711773134,Ks Jh 2h Qc Ad,79.733099729
569943,44.281520726,Ks Jh 2h Qc Ah,57.41446075
569955,33.600312026,Ks Jh 2h Qc As,17.337310349
569967,34.035607321,Ks Jh 2h Kc Ac,85.47258428
569980,34.234939579,Ks Jh 2h Kc Ad,82.840291806
569991,44.857240194,Ks Jh 2h Kc Ah,53.956321582
570003,33.950816771,Ks Jh 2h Kc As,119.56576492
570064,29.828020364,Ks Jh 2h 2d Ac,20.173059216
570076,29.797983229,Ks Jh 2h 2d Ad,20.100358127
570087,41.103837265,Ks Jh 2h 2d Ah,36.784533562
570099,29.597904602,Ks Jh 2h 2d As,20.177143525
570112,37.410109292,Ks Jh 2h 3d Ac,77.055411387
570124,37.37618475,Ks Jh 2h 3d Ad,67.208277642
570135,50.969945732,Ks Jh 2h 3d Ah,46.004797956
570147,37.745669197,Ks Jh 2h 3d As,149.71606718
570160,34.73238857,Ks Jh 2h 4d Ac,55.488988533
570172,34.769981215,Ks Jh 2h 4d Ad,51.574846711
570183,49.132035388,Ks Jh 2h 4d Ah,49.938577106
570195,32.939598807,Ks Jh 2h 4d As,161.44656369
570208,33.395760824,Ks Jh 2h 5d Ac,43.025409253
570220,33.606193271,Ks Jh 2h 5d Ad,43.584864281
570231,37.654543833,Ks Jh 2h 5d Ah,25.619258935
570243,34.752978002,Ks Jh 2h 5d As,10.675532284
570256,33.330181087,Ks Jh 2h 6d Ac,45.769605399
570268,33.312429555,Ks Jh 2h 6d Ad,60.195689807
570279,47.378478807,Ks Jh 2h 6d Ah,27.125718482
570291,34.18585875,Ks Jh 2h 6d As,18.97668188
570304,36.044245303,Ks Jh 2h 7d Ac,56.924956376
570316,35.625935122,Ks Jh 2h 7d Ad,49.670450643
570327,51.525792309,Ks Jh 2h 7d Ah,3.4308765354
570339,35.300454113,Ks Jh 2h 7d As,61.523360539
570352,33.857662716,Ks Jh 2h 8d Ac,108.18940262
570364,33.740924506,Ks Jh 2h 8d Ad,108.06518311
570375,53.162281528,Ks Jh 2h 8d Ah,5.999631377
570387,33.391792946,Ks Jh 2h 8d As,116.13731828
570400,31.753890444,Ks Jh 2h 9d Ac,165.38878424
570412,30.993540649,Ks Jh 2h 9d Ad,169.09780069
570423,42.991722969,Ks Jh 2h 9d Ah,39.310411857
570435,31.49140121,Ks Jh 2h 9d As,150.75776022
570448,30.345465217,Ks Jh 2h Td Ac,101.0294575
570460,30.299203952,Ks Jh 2h Td Ad,103.41162386
570471,62.640389584,Ks Jh 2h Td Ah,46.3722491
570483,30.606508528,Ks Jh 2h Td As,93.460229199
570496,30.341257604,Ks Jh 2h Jd Ac,56.633389737
570508,30.018903649,Ks Jh 2h Jd Ad,111.46079922
570519,49.270038271,Ks Jh 2h Jd Ah,183.56677263
570531,29.03441794,Ks Jh 2h Jd As,126.49867487
570544,34.711773134,Ks Jh 2h Qd Ac,79.733107135
570556,34.830460728,Ks Jh 2h Qd Ad,87.119090022
570567,44.281520726,Ks Jh 2h Qd Ah,57.414467711
570579,33.600312026,Ks Jh 2h Qd As,17.337308442
570592,34.234939579,Ks Jh 2h Kd Ac,82.840282272
570604,34.035607321,Ks Jh 2h Kd Ad,85.472560298
570615,44.857240194,Ks Jh 2h Kd Ah,53.956329224
570627,33.950816771,Ks Jh 2h Kd As,119.56576492
570688,37.114743923,Ks Jh 2h 3h Ac,39.706682057
570701,37.114743923,Ks Jh 2h 3h Ad,39.706682057
570711,37.099556899,Ks Jh 2h 3h Ah,7.118967189
570723,37.930244674,Ks Jh 2h 3h As,86.085058823
570736,37.189979423,Ks Jh 2h 4h Ac,78.078426366
570749,37.189979423,Ks Jh 2h 4h Ad,78.078425925
570759,35.232086994,Ks Jh 2h 4h Ah,41.552569148
570771,37.50018076,Ks Jh 2h 4h As,124.99807805
570784,37.522372411,Ks Jh 2h 5h Ac,56.662606314
570797,37.522372411,Ks Jh 2h 5h Ad,56.662606314
570807,39.145240956,Ks Jh 2h 5h Ah,18.45340615
570819,36.375061417,Ks Jh 2h 5h As,72.346437253
570832,38.47675284,Ks Jh 2h 6h Ac,70.577427233
570845,38.47675284,Ks Jh 2h 6h Ad,70.577427233
570855,40.78156001,Ks Jh 2h 6h Ah,46.880325293
570867,39.103679174,Ks Jh 2h 6h As,200.37256649
570880,38.560339516,Ks Jh 2h 7h Ac,57.970500778
570893,38.560339516,Ks Jh 2h 7h Ad,57.970507837
570903,40.308479034,Ks Jh 2h 7h Ah,78.278889581
570915,38.66942746,Ks Jh 2h 7h As,163.4579465
570928,38.915858061,Ks Jh 2h 8h Ac,61.172173686
570941,38.915858061,Ks Jh 2h 8h Ad,61.172173686
570951,43.193280922,Ks Jh 2h 8h Ah,23.359925797
570963,39.262519735,Ks Jh 2h 8h As,149.79644125
570976,31.592432116,Ks Jh 2h 9h Ac,3.3911891151
570989,31.592432116,Ks Jh 2h 9h Ad,3.3911891151
570999,28.357039116,Ks Jh 2h 9h Ah,0.5061558333
571011,35.584189266,Ks Jh 2h 9h As,2.2302113937
571024,62.068241682,Ks Jh 2h Th Ac,104.50280473
571037,62.068241682,Ks Jh 2h Th Ad,104.50280272
571047,49.792939459,Ks Jh 2h Th Ah,115.48413128
571059,56.993359934,Ks Jh 2h Th As,60.113654505
571072,42.591813329,Ks Jh 2h Qh Ac,10.105690171
571085,42.591813329,Ks Jh 2h Qh Ad,10.105691212
571095,30.561845648,Ks Jh 2h Qh Ah,9.7680652248
571107,38.645534963,Ks Jh 2h Qh As,42.790877779
571120,41.375120172,Ks Jh 2h Kh Ac,124.07247144
571133,41.375120172,Ks Jh 2h Kh Ad,124.07247144
571143,33.782718479,Ks Jh 2h Kh Ah,143.15629863
571155,43.104182145,Ks Jh 2h Kh As,129.30755737
571216,29.975179214,Ks Jh 2h 2s Ac,244.21193302
571229,29.975179214,Ks Jh 2h 2s Ad,244.21193302
571240,45.995060857,Ks Jh 2h 2s Ah,90.576205163
571251,30.073776224,Ks Jh 2h 2s As,100.58435327
571264,47.103555323,Ks Jh 2h 3s Ac,155.68482366
571277,47.103555323,Ks Jh 2h 3s Ad,155.68482526
571288,60.301520461,Ks Jh 2h 3s Ah,79.239624322
571299,38.640899114,Ks Jh 2h 3s As,262.59563174
571312,35.20279397,Ks Jh 2h 4s Ac,152.21745588
571325,35.20279397,Ks Jh 2h 4s Ad,152.21745568
571336,56.331463519,Ks Jh 2h 4s Ah,72.430210382
571347,33.34299897,Ks Jh 2h 4s As,180.13035394
571360,35.728420752,Ks Jh 2h 5s Ac,101.66742922
571373,35.728420752,Ks Jh 2h 5s Ad,101.66742922
571384,52.073928779,Ks Jh 2h 5s Ah,86.86002136
571395,32.905480783,Ks Jh 2h 5s As,4.5720760549
571408,39.243865856,Ks Jh 2h 6s Ac,126.53203181
571421,39.243865856,Ks Jh 2h 6s Ad,126.53203181
571432,53.926832204,Ks Jh 2h 6s Ah,100.35209873
571443,35.156430439,Ks Jh 2h 6s As,2.1636823029
571456,43.612341239,Ks Jh 2h 7s Ac,105.65237928
571469,43.612341239,Ks Jh 2h 7s Ad,105.65237928
571480,55.632792791,Ks Jh 2h 7s Ah,106.26910049
571491,38.044855488,Ks Jh 2h 7s As,21.411378219
571504,35.567250847,Ks Jh 2h 8s Ac,133.01361002
571517,35.567250847,Ks Jh 2h 8s Ad,133.01361002
571528,53.244739579,Ks Jh 2h 8s Ah,52.845758992
571539,35.816273474,Ks Jh 2h 8s As,141.36746835
571552,32.764707475,Ks Jh 2h 9s Ac,179.53505443
571565,32.764707475,Ks Jh 2h 9s Ad,179.53505443
571576,41.872075012,Ks Jh 2h 9s Ah,16.632590938
571587,34.355271502,Ks Jh 2h 9s As,124.44100417
571600,33.571052715,Ks Jh 2h Ts Ac,102.16225268
571613,33.571052715,Ks Jh 2h Ts Ad,102.16225268
571624,69.449156999,Ks Jh 2h Ts Ah,12.794123503
571635,30.451303938,Ks Jh 2h Ts As,76.110782026
571648,30.526148081,Ks Jh 2h Js Ac,136.5904841
571661,30.526148081,Ks Jh 2h Js Ad,136.5904841
571672,52.263365142,Ks Jh 2h Js Ah,95.795298064
571683,28.50543426,Ks Jh 2h Js As,127.86839109
571696,33.258101853,Ks Jh 2h Qs Ac,93.551112506
571709,33.258101853,Ks Jh 2h Qs Ad,93.551112506
571720,46.846834081,Ks Jh 2h Qs Ah,86.552910461
571731,32.519086795,Ks Jh 2h Qs As,77.231064117
571792,41.105158025,Ks Jh 4d 2c Ac,78.964941089
571804,39.176564001,Ks Jh 4d 2c Ad,156.65090183
571816,41.736272905,Ks Jh 4d 2c Ah,193.08877821
571828,38.560521967,Ks Jh 4d 2c As,147.47456415
571840,41.440966024,Ks Jh 4d 3c Ac,107.87185088
571852,39.016229215,Ks Jh 4d 3c Ad,171.75557334
571864,42.19677812,Ks Jh 4d 3c Ah,224.51967404
571876,38.722831851,Ks Jh 4d 3c As,165.09489961
571888,36.282881148,Ks Jh 4d 4c Ac,46.967618445
571900,35.139508262,Ks Jh 4d 4c Ad,46.105949973
571912,38.221022553,Ks Jh 4d 4c Ah,40.646682808
571924,34.978958733,Ks Jh 4d 4c As,28.750171916
571936,35.950179269,Ks Jh 4d 5c Ac,136.63730327
571948,36.577272682,Ks Jh 4d 5c Ad,175.99168908
571960,37.367655395,Ks Jh 4d 5c Ah,161.76500738
571972,37.372036887,Ks Jh 4d 5c As,87.349181018
571984,28.621769737,Ks Jh 4d 6c Ac,399.0558409
571996,29.922267147,Ks Jh 4d 6c Ad,278.99108877
572008,33.092253093,Ks Jh 4d 6c Ah,206.16840312
572020,29.293183666,Ks Jh 4d 6c As,245.89407255
572032,30.697558372,Ks Jh 4d 7c Ac,228.13908878
572044,30.907500678,Ks Jh 4d 7c Ad,182.64812415
572056,33.741151361,Ks Jh 4d 7c Ah,223.38403361
572068,30.446856425,Ks Jh 4d 7c As,175.76108512
572080,30.488915289,Ks Jh 4d 8c Ac,168.51108524
572092,31.058202021,Ks Jh 4d 8c Ad,210.0059885
572104,32.027022119,Ks Jh 4d 8c Ah,207.43065995
572116,30.222025932,Ks Jh 4d 8c As,180.91134203
572128,31.16155659,Ks Jh 4d 9c Ac,824.25971896
572140,31.895934646,Ks Jh 4d 9c Ad,719.86549486
572152,32.152998056,Ks Jh 4d 9c Ah,854.37490282
572164,32.46731065,Ks Jh 4d 9c As,847.05592303
572176,29.204404823,Ks Jh 4d Tc Ac,295.29585677
572188,29.02650699,Ks Jh 4d Tc Ad,260.10187609
572200,28.378164223,Ks Jh 4d Tc Ah,285.67368315
572212,29.001570645,Ks Jh 4d Tc As,180.76136647
572224,41.553798906,Ks Jh 4d Jc Ac,69.560372697
572236,39.118952431,Ks Jh 4d Jc Ad,200.24424215
572248,40.272476556,Ks Jh 4d Jc Ah,123.49560499
572260,39.827172939,Ks Jh 4d Jc As,115.65237368
572272,28.909714333,Ks Jh 4d Qc Ac,73.203051147
572284,28.258180893,Ks Jh 4d Qc Ad,80.455439281
572296,27.717877736,Ks Jh 4d Qc Ah,45.443804052
572308,27.255646768,Ks Jh 4d Qc As,68.358921219
572320,36.079126879,Ks Jh 4d Kc Ac,442.18498562
572332,37.773262573,Ks Jh 4d Kc Ad,296.28886767
572344,37.428122102,Ks Jh 4d Kc Ah,395.84308075
572356,38.059371901,Ks Jh 4d Kc As,251.90626762
572417,39.060741354,Ks Jh 4d 2d Ac,157.91623019
572428,40.761493392,Ks Jh 4d 2d Ad,153.82050647
572440,42.100078686,Ks Jh 4d 2d Ah,220.45507307
572452,41.021277744,Ks Jh 4d 2d As,203.48609362
572465,39.198887367,Ks Jh 4d 3d Ac,136.7208025
572476,41.114030697,Ks Jh 4d 3d Ad,138.85743036
572488,41.945922531,Ks Jh 4d 3d Ah,212.22002812
572500,40.522855363,Ks Jh 4d 3d As,209.41022717
572513,39.549753721,Ks Jh 4d 5d Ac,23.537639569
572524,41.447895386,Ks Jh 4d 5d Ad,647.4116694
572536,39.296575381,Ks Jh 4d 5d Ah,51.290017442
572548,40.033515791,Ks Jh 4d 5d As,35.154521059
